"","title","doi"
"198","Developing efficient predictive models for the diagnosis of VEXAS syndrome.","10.1016/j.semarthrit.2025.152796"
"199","Development and validation of nomograms of outcomes for first-line platinum-based chemotherapy for metastatic triple-negative breast cancer: patient-level analysis of five prospective clinical trials in China.","10.1177/17588359251395906"
"200","Automated Artificial Intelligence Mapping of Coronary Plaque Calcification: A Comparison with Manual Intravascular Image Analysis.","10.3390/jcm14228166"
"201","Lymph Nodal Yield and Prediction of Mortality in Oral Squamous Cell Carcinoma Patients.","10.1002/ohn.70040"
"202","Construction and validation of nomogram model for prognosis of gastritis patients based on baseline data and inflammatory and infectious markers.","10.3389/fmed.2025.1549901"
"203","Early prediction of gestational diabetes mellitus using machine learning-integrated metabolomic and clinical features.","10.3389/fendo.2025.1687146"
"204","Enhanced osteoporosis screening via multi-output deep learning: Segmentation and classification of metacarpal radiographs.","10.1016/j.ejrad.2025.112507"
"205","Predicting Semen Analysis Parameters from Testicular Ultrasonography Images Using Deep Learning Algorithms: An Innovative Approach to Male Infertility Diagnosis.","10.3390/jcm14020516"
"206","Enhancing breast cancer screening: Unveiling explainable cross-view contributions in dual-view mammography with Sparse Bipartite Graphs Attention Networks.","10.1016/j.compmedimag.2025.102620"
"207","Microdissection testicular sperm extraction-intracytoplasmic sperm injection strategy in patients with Klinefelter syndrome: synchronous or asynchronous?","10.3389/fendo.2025.1585818"
"208","Machine learning-based migraine analysis using retinal vessel diameters from optical coherence tomography: an alternative approach.","10.1007/s10072-025-08462-7"
"209","Predictive models for posttransplant diabetes mellitus in kidney transplant recipients using machine learning and deep learning approach: a nationwide cohort study from South Korea.","10.23876/j.krcp.24.113"
"210","SCUBE-1 Levels and Their Relationship with Endothelial Dysfunction in Obstructive Sleep Apnea Syndrome Patients.","10.2147/NSS.S509757"
"211","Universal screening for congenital Cytomegalovirus infection using saliva from the neonate.","10.1016/j.jcv.2025.105800"
"212","Development and Validation of an Interpretable Machine Learning Model for Predicting Early Fusion After Anterior Cervical Discectomy and Fusion.","10.1097/BRS.0000000000005595"
"213","Construction and validation of nomogram prediction model for ketoacidosis in elderly diabetic patients based on baseline data and glycolipid metabolism.","10.1111/jdi.70058"
"214","A Multivariate prediction model for amlodipine therapeutic efficacy in pediatric primary hypertension.","10.3389/fendo.2025.1542276"
"215","Development of the Perihilar Cholangiocarcinoma Risk Estimation of Tumor Recurrence After Transplant (PRETREAT) Score.","10.1097/SLA.0000000000006815"
"216","Supersulfide metabolome of exhaled breath condensate applied as diagnostic biomarkers for esophageal cancer.","10.1111/cas.16430"
"217","A colorectal liver metastasis prediction model based on the combination of lipoprotein-associated phospholipase A2 and serum biomarker levels.","10.1016/j.cca.2025.120143"
"218","LINC00265 Serves as a Diagnostic and Prognostic Marker for Acute Ischemic Stroke and INHIBITS Disease Progression Through the miR- 155 - 5p/TRIM32 Axis.","10.1007/s12035-025-04973-8"
"219","Development and Multi-center validation of a machine learning Model for advanced colorectal neoplasms screening.","10.1016/j.compbiomed.2025.110066"
"220","The Predictive Value of Heart Rate Variability for the Prognosis of Patients with Mild to Moderate Traumatic Brain Injury.","10.1007/s40120-025-00792-0"
"221","The role of resistin and adiponectin ratios with uric acid in assessing metabolic syndrome in type 2 diabetes.","10.1007/s11010-024-05200-z"
"222","Objectively measured physical function predicts mortality in older adults with acute myeloid leukemia treated by lower-intensity therapy: A prospective cohort study.","10.1016/j.jgo.2025.102335"
"223","Developing a Risk Score for Predicting Multiple Revision Surgeries in Patients With Fracture-Related Infections.","10.5435/JAAOS-D-24-00494"
"224","Use of amide proton transfer (APT) imaging in the differentiation of pediatric low-grade brain tumors from tumor-like brain lesions.","10.1007/s00234-025-03582-5"
"225","Prediction of prognosis in elderly patients with chronic heart failure based on random survival forest.","10.3389/fcvm.2025.1613975"
"226","Decoding Epigenetic Enhancer-Promoter Interactions in Periodontitis via Transformer-GAN: A Deep Learning Framework for Inflammatory Gene Regulation and Biomarker Discovery.","10.1016/j.identj.2025.103879"
"227","Assessing the effect of perfluoroalkyl and polyfluoroalkyl substances on cardiovascular-kidney-metabolic syndrome: Insights from an interpretable machine learning model.","10.1016/j.scitotenv.2025.180003"
"228","Predictive Value of Age, Creatinine, and Ejection Fraction I and II Scores for Postoperative Atrial Fibrillation in Isolated On-Pump Coronary Artery Bypass Grafting Surgery: A Multicenter Retrospective Study.","10.1159/000543188"
"229","Are the dominant-nondominant functional differences at 4.5 months after open Latarjet procedure better predictors for successful return to sport at 1 year postoperatively than the operated-nonoperated differences?","10.1016/j.jse.2024.12.046"
"230","Prediction of tumor deposits in stage I-III gastric cancer: a clinically applicable nomogram integrating clinicopathology outcomes.","10.3389/fmed.2025.1577569"
"231","Enhancing Survival Prediction After Venoarterial Extracorporeal Membrane Oxygenation Using Machine Learning.","10.1097/MAT.0000000000002475"
"232","Simultaneous free-breathing T1, T2, and T1ρ mapping for myocardial fibrosis detection in non-ischemic cardiomyopathy: A comparative study with conventional techniques.","10.1016/j.jocmr.2025.101982"
"233","The detection of apical radiolucencies in periapical radiographs: A comparison between an artificial intelligence platform and expert endodontists with CBCT serving as the diagnostic benchmark.","10.1111/iej.14250"
"234","Social anxiety prediction model for nursing students based on machine learning: a cross-sectional survey.","10.3389/fpsyt.2025.1721618"
"235","Would Roussouly classification affect the diagnostic efficiency of vertebral bone quality score for assessing osteopenia or osteoporosis in lumbar degenerative disease?","10.1007/s00586-025-08760-w"
"236","Denosumab Dosage and Tooth Extraction Predict Medication-Related Osteonecrosis of the Jaw in Patients with Breast Cancer and Bone Metastases.","10.3390/cancers17132242"
"237","Predicting liver metastasis in pancreatic neuroendocrine tumors with an interpretable machine learning algorithm: a SEER-based study.","10.3389/fmed.2025.1533132"
"238","Emergency Department Serum Electrolyte Patterns in Paroxysmal Atrial Fibrillation.","10.1002/jcla.70030"
"239","Whole slide image-level classification of malignant effusion cytology using clustering-constrained attention multiple instance learning.","10.1016/j.lungcan.2025.108552"
"240","Model-based analysis of pulse transit time-derived features for the classification of obstructive and central apneas.","10.1109/TBME.2025.3622354"
"241","Prognostic impact of different lymph node staging systems in patients with esophageal squamous cell carcinoma.","10.1007/s00464-025-12408-7"
"242","Prognostic relevance of bone marrow immune cell fractions in newly diagnosed B-cell non-Hodgkin lymphoma patients.","10.1080/07853890.2025.2490825"
"243","Evaluating the performance of a multiparametric IgA assay for celiac disease diagnosis.","10.1515/cclm-2025-0705"
"244","Prognostic value of 68Ga-DOTATATE PET/CT in assessing cardiac involvement in autoimmune diseases: a prospective study.","10.3389/fcvm.2025.1598638"
"245","The prognostic value of anti-gp210 and anti-centromere antibodies in patients with primary biliary cholangitis: Enhancing the prognostic utility on the GLOBE scoring system.","10.1016/j.dld.2024.12.024"
"246","A predictive model for early detection of concomitant pulmonary embolism in patients with deep vein thrombosis immediately upon hospital admission.","10.1016/j.jvsv.2025.102299"
"247","Preliminary exploration of prediction model and nomograph drawing of Doppler peak systolic velocity ratio, peak systolic velocity 1 and peak systolic velocity 2 of ophthalmic artery in pregnant women for small for gestational age infants.","10.3389/fmed.2025.1598587"
"248","Deep Learning Models Based on Pretreatment MRI and Clinicopathological Data to Predict Responses to Neoadjuvant Systemic Therapy in Triple-Negative Breast Cancer.","10.3390/cancers17060966"
"249","A Novel Model Using ML Techniques for Clinical Trial Design and Expedited Patient Onboarding Process.","10.2147/CEOR.S479603"
"250","Prognostic circulatory signature metabolites of stable versus unstable angina: an application of NMR spectroscopy.","10.1152/ajpheart.00707.2024"
"251","Opportunistic prognostication by computerized tomography (CT) in the emergency department: analysis on 1920 patients and creation of a simple and fast scoring system.","10.1007/s11547-025-01986-0"
"252","Fibrosis-4plus score: a novel machine learning-based tool for screening high-risk varices in compensated cirrhosis (CHESS2004): an international multicenter study.","10.3350/cmh.2024.0898"
"253","Deep learning-enhanced super-resolution diffusion-weighted liver MRI: improved image quality, diagnostic performance, and acceleration.","10.1186/s13244-025-02150-y"
"254","Unveiling risk factors: a prognostic model of frequent peritonitis in peritoneal dialysis patients.","10.3389/fmed.2025.1456857"
"255","Predicting early severe midline shift in acute ischemic stroke Within 24 h of endovascular thrombectomy.","10.1007/s00234-025-03818-4"
"256","Identifying gastric intestinal metaplasia risk based on clinical indicators: a machine learning predictive model based on the SHAP methodology.","10.3389/fphar.2025.1602191"
"257","Discriminative Ability of the Charlson Comorbidity Index for Long-Term Mortality in a General Population: Nationwide, Population-Based Study of 10 Million Adults in Sweden.","10.2147/CLEP.S568699"
"258","Prediction of Lymph Node Metastasis in Colorectal Cancer Using Intraoperative Fluorescence Multi-Modal Imaging.","10.1109/TMI.2024.3510836"
"259","Development and Validation of a Clinically Applicable Nomogram for Predicting Inferior Alveolar Nerve Injury After Mandibular Cystectomy.","10.1016/j.joms.2025.09.019"
"260","Automated Age and Sex Estimation From Dental Panoramic Radiographs.","10.1016/j.identj.2025.103967"
"261","Comparative Assessment of Risk Score Performance in Ruptured Abdominal Aortic Aneurysm Repair Risk Stratification.","10.1016/j.ejvs.2025.04.002"
"262","Association of CALLY index and CLR with COPD risk in middle-aged and older Americans: evidence from NHANES 2017-2020.","10.3389/fmed.2025.1535415"
"263","Composite endpoint for liver and colon simultaneous surgery: a proposed approach to reduce sample size of future clinical trials.","10.1016/j.gassur.2025.102262"
"264","An explainable machine learning model for predicting postoperative cholangitis in pediatric surgical patients with pancreaticobiliary maljunction.","10.1186/s13040-025-00491-4"
