"","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"167","10_1016_j_jad_2025_119520",2,"1",1051,"development","prognostic",0.7601,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue (XGBoost)","Figure 2","no"
"168","10_1016_j_jad_2025_119520",2,"2",1051,"development","prognostic",0.7524,NA,NA,NA,NA,NA,NA,NA,NA,"yes","orange/red (RF)","Figure 2","no"
"169","10_1016_j_jad_2025_119520",2,"3",1051,"development","prognostic",0.7348,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green (LR)","Figure 2","no"
"170","10_1016_j_jad_2025_119520",2,"4",1051,"development","prognostic",0.7361,NA,NA,NA,NA,NA,NA,NA,NA,"yes","purple (CART)","Figure 2","no"
"171","10_1016_j_jad_2025_119634",3,"1",1108,"development","diagnostic",0.914,NA,NA,80,NA,NA,86.86,NA,NA,"yes","could not determine","Figure 3A","no"
"172","10_1016_j_jad_2025_119634",3,"2",474,"internal validation","diagnostic",0.8136,NA,NA,75.83,NA,NA,73.66,NA,NA,"yes","could not determine","Figure 3B","no"
"173","10_1016_j_jad_2025_119634",3,"3",1108,"development","diagnostic",0.7946,NA,NA,61.41,NA,NA,80.76,NA,NA,"yes","could not determine","Figure 3A","no"
"174","10_1016_j_jad_2025_119634",3,"4",474,"internal validation","diagnostic",0.8037,NA,NA,66.82,NA,NA,82.14,NA,NA,"yes","could not determine","Figure 3B","no"
"175","10_1016_j_jad_2025_119634",3,"5",1108,"development","diagnostic",0.8414,NA,NA,68.08,NA,NA,82.86,NA,NA,"yes","could not determine","Figure 3A","no"
"176","10_1016_j_jad_2025_119634",3,"6",474,"internal validation","diagnostic",0.8053,NA,NA,84.83,NA,NA,60.27,NA,NA,"yes","could not determine","Figure 3B","no"
"177","10_1016_j_jad_2025_119634",3,"7",1108,"development","diagnostic",0.8237,NA,NA,58.38,NA,NA,88.19,NA,NA,"yes","could not determine","Figure 3A","no"
"178","10_1016_j_jad_2025_119634",3,"8",474,"internal validation","diagnostic",0.8046,NA,NA,68.25,NA,NA,79.02,NA,NA,"yes","could not determine","Figure 3B","no"
"179","10_1016_j_jad_2025_119634",3,"9",1108,"development","diagnostic",0.9199,NA,NA,78.18,NA,NA,89.33,NA,NA,"yes","could not determine","Figure 3A","no"
"180","10_1016_j_jad_2025_119634",3,"10",474,"internal validation","diagnostic",0.7658,NA,NA,63.51,NA,NA,77.68,NA,NA,"yes","could not determine","Figure 3B","no"
"181","10_1016_j_jad_2025_04_171",4,"1",3374,"development","diagnostic",0.783,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red","Figure 2b","no"
"182","10_1016_j_jad_2025_04_171",4,"2",1446,"internal validation","diagnostic",0.785,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2b","no"
"183","10_1016_j_jad_2025_119494",5,"1",13395,"development","diagnostic",0.828,NA,NA,75.3,NA,NA,75.6,NA,NA,"yes","could not determine","Figure 2A","no"
"184","10_1016_j_jad_2025_119494",5,"2",1489,"internal validation","diagnostic",0.827,NA,NA,74.9,NA,NA,75.2,NA,NA,"yes","could not determine","Figure 2B","no"
"185","10_1016_j_jad_2025_119494",5,"3",1128,"external validation","diagnostic",0.657,NA,NA,50.5,NA,NA,73.5,NA,NA,"yes","could not determine","Figure 2C","no"
"186","10_1016_j_jad_2025_119494",5,"4",13395,"development","diagnostic",0.843,NA,NA,58.1,NA,NA,88.6,NA,NA,"yes","could not determine","Figure 2A","no"
"187","10_1016_j_jad_2025_119494",5,"5",1489,"internal validation","diagnostic",0.845,NA,NA,58.6,NA,NA,88.5,NA,NA,"yes","could not determine","Figure 2B","no"
"188","10_1016_j_jad_2025_119494",5,"6",1128,"external validation","diagnostic",0.699,NA,NA,36.3,NA,NA,82.4,NA,NA,"yes","could not determine","Figure 2C","no"
"189","10_1016_j_jad_2025_119494",5,"7",13395,"development","diagnostic",0.858,NA,NA,80.1,NA,NA,76.6,NA,NA,"yes","could not determine","Figure 2A","no"
"190","10_1016_j_jad_2025_119494",5,"8",1489,"internal validation","diagnostic",0.857,NA,NA,79.9,NA,NA,76.7,NA,NA,"yes","could not determine","Figure 2B","no"
"191","10_1016_j_jad_2025_119494",5,"9",1128,"external validation","diagnostic",0.755,NA,NA,64.9,NA,NA,70.1,NA,NA,"yes","could not determine","Figure 2C","no"
"192","10_1016_j_jad_2025_119494",5,"10",13395,"development","diagnostic",0.933,NA,NA,87.8,NA,NA,81.6,NA,NA,"yes","could not determine","Figure 2A","no"
"193","10_1016_j_jad_2025_119494",5,"11",1489,"internal validation","diagnostic",0.935,NA,NA,88.3,NA,NA,81.6,NA,NA,"yes","could not determine","Figure 2B","no"
"194","10_1016_j_jad_2025_119494",5,"12",1128,"external validation","diagnostic",0.789,NA,NA,83,NA,NA,54,NA,NA,"yes","could not determine","Figure 2C","no"
"195","10_1016_j_jad_2025_119494",5,"13",13395,"development","diagnostic",0.865,NA,NA,67.3,NA,NA,87,NA,NA,"yes","could not determine","Figure 2A","no"
"196","10_1016_j_jad_2025_119494",5,"14",1489,"internal validation","diagnostic",0.866,NA,NA,67.3,NA,NA,87,NA,NA,"yes","could not determine","Figure 2B","no"
"197","10_1016_j_jad_2025_119494",5,"15",1128,"external validation","diagnostic",0.823,NA,NA,74,NA,NA,77.6,NA,NA,"yes","could not determine","Figure 2C","no"
"198","10_1016_j_jad_2025_119494",5,"16",13395,"development","diagnostic",0.855,NA,NA,65.1,NA,NA,86.6,NA,NA,"yes","could not determine","Figure 2A","no"
"199","10_1016_j_jad_2025_119494",5,"17",1489,"internal validation","diagnostic",0.851,NA,NA,63.9,NA,NA,86.6,NA,NA,"yes","could not determine","Figure 2B","no"
"200","10_1016_j_jad_2025_119494",5,"18",1128,"external validation","diagnostic",0.804,NA,NA,71.5,NA,NA,78.1,NA,NA,"yes","could not determine","Figure 2C","no"
"201","10_1016_j_jad_2025_119784",1,"1",26569,"development","prognostic",0.69,0.65,0.73,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 3a","no"
"202","10_1016_j_jad_2025_119784",1,"2",26569,"development","prognostic",0.74,0.7,0.77,NA,NA,NA,NA,NA,NA,"yes","green","Figure 3a","no"
"203","10_1016_j_jad_2025_119784",1,"3",26569,"development","prognostic",0.77,0.76,0.79,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3a","no"
"204","10_1016_j_jad_2025_119784",1,"4",26569,"development","prognostic",0.78,0.75,0.8,NA,NA,NA,NA,NA,NA,"yes","red","Figure 3a","no"
"205","10_1016_j_jad_2025_119880",2,"1",105,"development","diagnostic",0.918,0.865,0.971,88.5,NA,NA,84.9,NA,NA,"yes",NA,"Figure 6a","no"
"206","10_1016_j_jad_2025_120197",3,"1",448,"development","diagnostic",0.934,NA,NA,88.8,NA,NA,87.1,NA,NA,"yes",NA,"Figure 1","no"
"207","10_1016_j_jad_2025_120197",3,"2",448,"development","diagnostic",0.879,NA,NA,88.7,NA,NA,87.1,NA,NA,"yes",NA,"Figure 1","no"
"208","10_1016_j_jad_2025_120197",3,"3",448,"development","diagnostic",0.867,NA,NA,88.3,NA,NA,85.1,NA,NA,"yes",NA,"Figure 1","no"
"209","10_1016_j_jad_2025_120197",3,"4",448,"development","diagnostic",0.853,NA,NA,86.2,NA,NA,84.4,NA,NA,"yes",NA,"Figure 1","no"
"210","10_1016_j_jad_2025_120197",3,"5",448,"development","diagnostic",0.831,NA,NA,85.7,NA,NA,80.5,NA,NA,"yes",NA,"Figure 1","no"
"211","10_1016_j_jad_2025_120197",3,"6",448,"development","diagnostic",0.761,NA,NA,84.7,NA,NA,67.4,NA,NA,"yes",NA,"Figure 1","no"
"212","10_1016_j_jad_2025_120197",3,"7",448,"development","diagnostic",0.76,NA,NA,76.3,NA,NA,75.7,NA,NA,"yes",NA,"Figure 1","no"
"213","10_1016_j_jad_2025_120197",3,"8",448,"development","diagnostic",0.707,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 7","no"
"214","10_1016_j_jad_2025_120197",3,"9",448,"development","diagnostic",0.708,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 7","no"
"215","10_1016_j_jad_2025_120197",3,"10",448,"development","diagnostic",0.751,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 7","no"
"216","10_1016_j_jad_2025_119703",4,"1",1062,"internal validation","prognostic",0.89,0.86,0.92,47.1,NA,NA,87.8,NA,NA,"yes",NA,"Figure S1","no"
"217","10_1016_j_jad_2025_119703",4,"2",2241,"internal validation","prognostic",0.9,0.88,0.92,15.6,NA,NA,93.7,NA,NA,"yes",NA,"Figure S1","no"
"218","10_1016_j_jad_2025_119729",5,"1",159,"internal validation","prognostic",0.52,0.41,0.58,44,NA,NA,61,NA,NA,"yes","could not determine","Figure 1","no"
"219","10_1016_j_jad_2025_119729",5,"2",159,"internal validation","prognostic",0.44,0.35,0.52,33,NA,NA,56,NA,NA,"yes","could not determine","Figure 1","no"
"220","10_1016_j_jad_2025_119729",5,"3",120,"internal validation","prognostic",0.44,0.31,0.5,34,NA,NA,54,NA,NA,"yes","could not determine","Figure 1","no"
"221","10_1016_j_jad_2025_119729",5,"4",159,"internal validation","prognostic",0.49,0.43,0.6,60,NA,NA,39,NA,NA,"yes","could not determine","Figure 1","no"
"222","10_1016_j_jad_2025_119729",5,"5",159,"internal validation","prognostic",0.51,0.43,0.6,54,NA,NA,48,NA,NA,"yes","could not determine","Figure 1","no"
"223","10_1016_j_jad_2025_119729",5,"6",159,"internal validation","prognostic",0.47,0.37,0.53,34,NA,NA,59,NA,NA,"yes","could not determine","Figure 1","no"
"224","10_1016_j_jad_2025_119729",5,"7",120,"internal validation","prognostic",0.55,0.44,0.62,57,NA,NA,53,NA,NA,"yes","could not determine","Figure 1","no"
"225","10_1016_j_jad_2025_119729",5,"8",159,"internal validation","prognostic",0.56,0.45,0.62,65,NA,NA,47,NA,NA,"yes","could not determine","Figure 1","no"
"226","10_1016_j_jad_2025_119729",5,"9",159,"internal validation","prognostic",0.5,0.47,0.64,52,NA,NA,49,NA,NA,"yes","could not determine","Figure 1","no"
"227","10_1016_j_jad_2025_119729",5,"10",120,"internal validation","prognostic",0.44,0.35,0.54,35,NA,NA,54,NA,NA,"yes","could not determine","Figure 1","no"
"228","10_1016_j_jad_2025_119729",5,"11",159,"internal validation","prognostic",0.58,0.5,0.66,66,NA,NA,50,NA,NA,"yes","could not determine","Figure 1","no"
"229","10_1016_j_jad_2025_119729",5,"12",159,"internal validation","prognostic",0.48,0.44,0.61,40,NA,NA,57,NA,NA,"yes","could not determine","Figure 1","no"
"230","10_1016_j_jad_2025_119729",5,"13",159,"internal validation","prognostic",0.47,0.45,0.62,49,NA,NA,44,NA,NA,"yes","could not determine","Figure 1","no"
"231","10_1016_j_jad_2025_119729",5,"14",120,"internal validation","prognostic",0.48,0.38,0.56,43,NA,NA,53,NA,NA,"yes","could not determine","Figure 1","no"
"232","10_1016_j_jad_2025_119729",5,"15",159,"internal validation","prognostic",0.5,0.48,0.64,40,NA,NA,60,NA,NA,"yes","could not determine","Figure 2","no"
"233","10_1016_j_jad_2025_119729",5,"16",159,"internal validation","prognostic",0.57,0.53,0.68,34,NA,NA,81,NA,NA,"yes","could not determine","Figure 2","no"
"234","10_1016_j_jad_2025_119729",5,"17",120,"internal validation","prognostic",0.45,0.37,0.56,47,NA,NA,42,NA,NA,"yes","could not determine","Figure 2","no"
"235","10_1016_j_jad_2025_119729",5,"18",159,"internal validation","prognostic",0.63,0.56,0.71,71,NA,NA,55,NA,NA,"yes","could not determine","Figure 2","no"
"236","10_1016_j_jad_2025_119729",5,"19",159,"internal validation","prognostic",0.49,0.42,0.58,30,NA,NA,67,NA,NA,"yes","could not determine","Figure 2","no"
"237","10_1016_j_jad_2025_119729",5,"20",159,"internal validation","prognostic",0.63,0.55,0.7,71,NA,NA,55,NA,NA,"yes","could not determine","Figure 2","no"
"238","10_1016_j_jad_2025_119729",5,"21",120,"internal validation","prognostic",0.6,0.48,0.65,42,NA,NA,77,NA,NA,"yes","could not determine","Figure 2","no"
"239","10_1016_j_jad_2025_119729",5,"22",159,"internal validation","prognostic",0.49,0.4,0.56,27,NA,NA,72,NA,NA,"yes","could not determine","Figure 2","no"
"240","10_1016_j_jad_2025_119729",5,"23",159,"internal validation","prognostic",0.59,0.5,0.64,40,NA,NA,79,NA,NA,"yes","could not determine","Figure 2","no"
"241","10_1016_j_jad_2025_119729",5,"24",120,"internal validation","prognostic",0.5,0.44,0.55,9,NA,NA,91,NA,NA,"yes","could not determine","Figure 2","no"
"242","10_1016_j_jad_2025_119729",5,"25",159,"internal validation","prognostic",0.69,0.58,0.73,70,NA,NA,68,NA,NA,"yes","could not determine","Figure 2","no"
"243","10_1016_j_jad_2025_119729",5,"26",159,"internal validation","prognostic",0.52,0.43,0.59,33,NA,NA,72,NA,NA,"yes","could not determine","Figure 2","no"
"244","10_1016_j_jad_2025_119729",5,"27",159,"internal validation","prognostic",0.61,0.5,0.64,42,NA,NA,79,NA,NA,"yes","could not determine","Figure 2","no"
"245","10_1016_j_jad_2025_119729",5,"28",120,"internal validation","prognostic",0.55,0.49,0.66,27,NA,NA,83,NA,NA,"yes","could not determine","Figure 2","no"
"246","10_1016_j_jbiomech_2025_113073",2,"1",211,"development","diagnostic",0.675,0.607,0.737,47.1,NA,NA,82.6,NA,NA,"yes",NA,"Figure 4A","no"
"247","10_1016_j_jbiomech_2025_113073",2,"2",211,"development","diagnostic",0.679,0.611,0.741,84.9,NA,NA,45.7,NA,NA,"yes",NA,"Figure 4A","no"
"248","10_1016_j_jbiomech_2025_113073",2,"3",211,"development","diagnostic",0.667,0.599,0.73,43.7,NA,NA,84.8,NA,NA,"yes",NA,"Figure 4A","no"
"249","10_1016_j_jbiomech_2025_113073",2,"4",211,"development","diagnostic",0.734,0.669,0.793,58,NA,NA,80.4,NA,NA,"yes","blue","Figure 4A","no"
"250","10_1016_j_jbiomech_2025_113073",2,"5",211,"development","diagnostic",0.73,0.648,0.803,59.1,NA,NA,82.6,NA,NA,"yes",NA,"Figure 4B","no"
"251","10_1016_j_jbiomech_2025_113073",2,"6",211,"development","diagnostic",0.695,0.61,0.771,88.6,NA,NA,43.5,NA,NA,"yes",NA,"Figure 4B","no"
"252","10_1016_j_jbiomech_2025_113073",2,"7",211,"development","diagnostic",0.638,0.551,0.718,38.6,NA,NA,87,NA,NA,"yes",NA,"Figure 4B","no"
"253","10_1016_j_jbiomech_2025_113073",2,"8",211,"development","diagnostic",0.624,0.537,0.705,68.2,NA,NA,58.7,NA,NA,"yes",NA,"Figure 4B","no"
"254","10_1016_j_jbiomech_2025_113073",2,"9",211,"development","diagnostic",0.822,0.747,0.882,84.1,NA,NA,68.5,NA,NA,"yes",NA,"Figure 4B","no"
"255","10_1016_j_jbiomech_2025_113073",2,"10",211,"development","diagnostic",0.671,0.603,0.734,59.1,NA,NA,73.1,NA,NA,"yes",NA,"Figure 4C","no"
"256","10_1016_j_jbiomech_2025_113073",2,"11",211,"development","diagnostic",0.618,0.549,0.684,79.6,NA,NA,40.7,NA,NA,"yes",NA,"Figure 4C","no"
"257","10_1016_j_jbiomech_2025_113073",2,"12",211,"development","diagnostic",0.647,0.579,0.712,38.6,NA,NA,88,NA,NA,"yes",NA,"Figure 4C","no"
"258","10_1016_j_jbiomech_2025_113073",2,"13",211,"development","diagnostic",0.633,0.564,0.698,68.2,NA,NA,61.7,NA,NA,"yes",NA,"Figure 4C","no"
"259","10_1016_j_jbiomech_2025_113073",2,"14",211,"development","diagnostic",0.826,0.768,0.875,81.8,NA,NA,70.1,NA,NA,"yes",NA,"Figure 4C","no"
"260","10_1016_j_jbmt_2025_09_025",3,"1",238,"development","diagnostic",0.91,0.85,0.97,75,56,89,90,85,93,"yes",NA,"Figure 1","no"
"261","10_1016_j_jbmt_2025_09_025",3,"2",238,"development","diagnostic",0.91,0.85,0.97,77,52,94,81,74,88,"yes",NA,"Figure 1","no"
"262","10_1016_j_jbmt_2025_09_025",3,"3",238,"development","diagnostic",0.91,0.85,0.97,72,39,94,87,77,94,"yes",NA,"Figure 1","no"
"263","10_1016_j_jad_2025_120384",4,"1",19374,"development","diagnostic",0.71,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"264","10_1016_j_jad_2025_120384",4,"2",19374,"development","diagnostic",0.71,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"265","10_1016_j_jad_2025_120384",4,"3",19374,"development","diagnostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"266","10_1016_j_jad_2025_120384",4,"4",19374,"development","diagnostic",0.66,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"267","10_1016_j_jad_2025_120384",4,"5",19374,"development","diagnostic",0.75,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"268","10_1016_j_jad_2025_120384",4,"6",19374,"development","diagnostic",0.67,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"269","10_1016_j_jad_2025_120384",4,"7",19374,"development","diagnostic",0.75,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"270","10_1016_j_jad_2025_120384",4,"8",19374,"development","diagnostic",0.61,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"271","10_1016_j_jad_2025_120384",4,"9",19374,"development","diagnostic",0.75,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"272","10_1016_j_jamda_2025_105798",5,"1",699,"development","diagnostic",0.78,0.702,0.857,84.31,NA,NA,60.61,NA,NA,"yes","red","Figure 1A","no"
"273","10_1016_j_jamda_2025_105798",5,"2",699,"development","diagnostic",0.651,0.561,0.741,70.59,NA,NA,54.55,NA,NA,"yes","blue","Figure 1A","no"
"274","10_1016_j_jamda_2025_105798",5,"3",699,"development","diagnostic",0.767,0.657,0.877,84.21,NA,NA,67.94,NA,NA,"yes","red","Figure 1B","no"
"275","10_1016_j_jamda_2025_105798",5,"4",699,"development","diagnostic",0.798,0.696,0.9,51.91,NA,NA,94.74,NA,NA,"yes","blue","Figure 1B","no"
"276","10_1016_j_jamda_2025_105798",5,"5",699,"development","diagnostic",0.793,0.751,0.836,69.11,NA,NA,74.18,NA,NA,"yes","red","Figure 1C","no"
"277","10_1016_j_jamda_2025_105798",5,"6",699,"development","diagnostic",0.681,0.631,0.732,65.85,NA,NA,62.21,NA,NA,"yes","blue","Figure 1C","no"
"278","10_1016_j_jamda_2025_105798",5,"7",699,"development","diagnostic",0.816,0.764,0.868,81.03,NA,NA,69.86,NA,NA,"yes","red","Figure 1D","no"
"279","10_1016_j_jamda_2025_105798",5,"8",699,"development","diagnostic",0.772,0.716,0.827,75.15,NA,NA,65.52,NA,NA,"yes","blue","Figure 1D","no"
"280","10_1016_j_jcms_2025_04_016",1,"1",66,"development","diagnostic",0.653,0.516,0.789,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure S1","no"
"281","10_1016_j_jcms_2025_04_016",1,"2",32,"development","diagnostic",0.667,0.532,0.803,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4A","no"
"282","10_1016_j_jcms_2025_04_016",1,"3",32,"development","diagnostic",0.739,0.567,0.91,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4B","no"
"283","10_1016_j_jcms_2025_04_016",1,"4",32,"development","diagnostic",0.712,0.558,0.886,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4C","no"
"284","10_1016_j_jcms_2025_04_016",1,"5",32,"development","diagnostic",0.722,0.537,0.886,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4D","no"
"285","10_1016_j_jcms_2025_04_016",1,"6",32,"development","diagnostic",0.88,NA,NA,93.33,NA,NA,70.59,NA,NA,"yes",NA,"Figure 5B","no"
"286","10_1016_j_jcv_2025_105800",2,"1",44,"development","diagnostic",0.93,NA,NA,100,NA,NA,53.1,NA,NA,"no",NA,NA,"no"
"287","10_1016_j_jcv_2025_105879",3,"1",635,"development","diagnostic",0.86,0.84,0.88,100,91.4,100,71.7,67.9,75.3,"yes",NA,"Figure 2","no"
"288","10_1016_j_jcv_2025_105879",3,"2",635,"development","diagnostic",0.85,0.8,0.91,87.8,73.8,95.9,82.7,79.4,85.6,"no",NA,NA,"no"
"289","10_1016_j_jclinane_2025_111940",4,"1",394,"development","diagnostic",0.63,0.57,0.68,22.3,15.8,29.5,89.4,85.1,93.3,"yes",NA,"S-Figure 1A","no"
"290","10_1016_j_jclinane_2025_111940",4,"2",394,"development","diagnostic",0.69,0.63,0.74,26.6,19.4,33.8,95.3,92.6,97.7,"yes",NA,"S-Figure 1B","no"
"291","10_1016_j_jclinane_2025_111940",4,"3",394,"development","diagnostic",0.63,0.57,0.68,56.8,48.2,65.5,66.7,60.8,72.6,"yes",NA,"S-Figure 1A","no"
"292","10_1016_j_jclinane_2025_111940",4,"4",394,"development","diagnostic",0.69,0.63,0.74,66.9,58.3,74.1,62.4,56.5,68.2,"yes",NA,"S-Figure 1B","no"
"293","10_1016_j_jclinepi_2025_111978",5,"1",4926,"development","prognostic",0.865,0.821,0.908,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"294","10_1016_j_jclinepi_2025_111978",5,"2",4926,"development","prognostic",0.879,0.839,0.92,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"295","10_1016_j_jclinepi_2025_111978",5,"3",4926,"development","prognostic",0.877,0.835,0.918,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"296","10_1016_j_jclinepi_2025_111978",5,"4",4926,"development","prognostic",0.877,0.836,0.919,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"297","10_1016_j_jclinepi_2025_111978",5,"5",4926,"development","prognostic",0.859,0.816,0.901,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"298","10_1016_j_jclinepi_2025_111978",5,"6",4926,"development","prognostic",0.872,0.829,0.914,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"299","10_1016_j_jclinepi_2025_111978",5,"7",4926,"development","prognostic",0.871,0.828,0.914,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"300","10_1016_j_jclinepi_2025_111978",5,"8",4926,"development","prognostic",0.871,0.829,0.914,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"301","10_1016_j_jclinepi_2025_111978",5,"9",4926,"development","prognostic",0.865,0.821,0.908,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"302","10_1016_j_jclinepi_2025_111978",5,"10",5775,"external validation","prognostic",0.842,0.795,0.889,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"303","10_1016_j_jclinepi_2025_111978",5,"11",5775,"external validation","prognostic",0.844,0.798,0.889,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"304","10_1016_j_jclinepi_2025_111978",5,"12",5775,"external validation","prognostic",0.843,0.795,0.89,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"305","10_1016_j_jclinepi_2025_111978",5,"13",5775,"external validation","prognostic",0.841,0.793,0.888,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"306","10_1016_j_jclinepi_2025_111978",5,"14",5775,"external validation","prognostic",0.79,0.733,0.847,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
