"","X","title","doi","pdf"
"833",888,"Deep learning model using cross-sequence learning to identify orbital fractures in radiographs of patients under 20 Years.","10.3389/fbioe.2025.1613417","10.3389_fbioe.2025.1613417"
"834",889,"A cross-sectional study investigating the underlying inflammatory mechanisms of post-stroke insomnia.","10.1016/j.cyto.2025.156975","10.1016_j.cyto.2025.156975"
"835",890,"Validity and performance of the new Guide for the Assessment of Menopausal Symptoms (GAMS) scale, based on the Greene Climacteric Scale: A population survey of French women.","10.1016/j.maturitas.2025.108249","10.1016_j.maturitas.2025.108249"
"836",891,"Development and characterization of a dual-fiber Raman probe for accurate and rapid endometrial carcinoma detection.","10.1364/BOE.568647","10.1364_BOE.568647"
"837",892,"Early cup migration and wear as predictors for later aseptic loosening: a secondary evaluation of a randomized controlled RSA trial on cemented hip arthroplasties with 18-year follow-up.","10.2340/17453674.2025.44328","10.2340_17453674.2025.44328"
"838",893,"Differentiation of typical features between Fungal spondylitis and Brucellar spondylitis on CT and new applications of CT values in diagnosis of spinal infections.","10.1007/s00586-025-08694-3","10.1007_s00586-025-08694-3"
"839",895,"Refining the Tmax malignant profile in large ischemic core patients receiving endovascular treatment.","10.1016/j.ejrad.2025.112187","10.1016_j.ejrad.2025.112187"
"840",896,"Machine learning models for neurocognitive outcome prediction in preterm born infants.","10.1038/s41390-025-03815-6","10.1038_s41390-025-03815-6"
"841",897,"AQP-4 autoantibodies as potential early diagnostic biomarkers for NEC.","10.1016/j.intimp.2025.114935","10.1016_j.intimp.2025.114935"
"842",898,"Validity of HELT-E2S2 Score in Predicting Ischemic Stroke in Japanese Patients With Non-Valvular Atrial Fibrillation With Cardiac Implantable Electronic Devices.","10.1253/circj.CJ-24-0715","10.1253_circj.CJ-24-0715"
"843",899,"Osteometric sex estimation using the humerus, the radius and the ulna in the contemporary population of Croatia.","10.1016/j.jflm.2025.102852","10.1016_j.jflm.2025.102852"
"844",900,"Personalised follow-up and management schema for patients with screen-detected pulmonary nodules: A dynamic modelling study.","10.1016/j.pulmoe.2024.02.010","10.1016_j.pulmoe.2024.02.010"
"845",901,"Dynamic Early Survival Prediction Model for Hepatocellular Carcinoma Patients Treated With Atezolizumab and Bevacizumab: A Longitudinal Deep Learning Analysis.","10.1111/hepr.70005","10.1111_hepr.70005"
"846",902,"A novel cross-validated machine learning based Alertix-Cancer Risk Index for early detection of canine malignancies.","10.3389/fvets.2025.1570106","10.3389_fvets.2025.1570106"
"847",903,"Machine learning-based transcriptmics analysis reveals BMX, GRB10, and GADD45A as crucial biomarkers and therapeutic targets in sepsis.","10.3389/fphar.2025.1576467","10.3389_fphar.2025.1576467"
"848",904,"Baseline features and functional outcomes in primary central nervous system vasculitis: development and validation of a prognostic model.","10.1093/rheumatology/keaf590","10.1093_rheumatology_keaf590"
"849",905,"Association between obesity indices, insulin resistance markers, and osteoarthritis in middle-aged and elderly Chinese adults.","10.3389/fnut.2025.1627421","10.3389_fnut.2025.1627421"
"850",906,"An integrated prognosis prediction model based on real-word clinical characteristics for immunotherapy in advanced esophageal squamous cell carcinoma.","10.1007/s00262-025-03963-y","10.1007_s00262-025-03963-y"
"851",907,"Quantification of tumor heterogeneity based on fractal dimension for predicting the response to neoadjuvant chemotherapy in triple-negative breast cancer.","10.1016/j.ejrad.2025.112413","10.1016_j.ejrad.2025.112413"
"852",908,"Multidimensional dietary assessment and interpretable machine learning models predict the risk of prediabetes/diabetes and osteoporosis comorbidity in older adults.","10.3389/fnut.2025.1666477","10.3389_fnut.2025.1666477"
"853",909,"Diagnostic Evaluation of the Sysmex XN-1000V Lymphocyte Fluorescence for Differentiating Canine Nodal Large B-Cell and T-Cell Lymphoma.","10.1111/vco.70032","10.1111_vco.70032"
"854",910,"IDH Status in Brain Gliomas Can Be Predicted by the Spherical Mean MRI Technique.","10.3174/ajnr.A8432","10.3174_ajnr.A8432"
"855",911,"Diagnostic Performance of Serum Neutrophil-Lymphocyte and Serum Monocyte-Lymphocyte Ratios in Periprosthetic Joint Infection: A Comparative Meta-Analytic Review of 29 Studies.","10.3390/jcm14217645","10.3390_jcm14217645"
"856",912,"InterDIA: Interpretable prediction of drug-induced autoimmunity through ensemble machine learning approaches.","10.1016/j.tox.2025.154064","10.1016_j.tox.2025.154064"
"857",913,"Cerebrospinal fluid-driven extracellular vesicle as a potential diagnostic biomarker for multiple system atrophy.","10.1016/j.jns.2025.123738","10.1016_j.jns.2025.123738"
"858",914,"Comparison of Urinary Red Blood Cell Distribution (URD) and Dysmorphic Red Blood Cells for Detecting Glomerular Hematuria: A Multicenter Study.","10.1002/jcla.25159","10.1002_jcla.25159"
"859",915,"Cardiac computer tomography-derived radiomics in assessing myocardial characteristics at the connection between the left atrial appendage and the left atrium in atrial fibrillation patients.","10.3389/fcvm.2024.1442155","10.3389_fcvm.2024.1442155"
"860",916,"Machine learning prediction of overall survival in prostate adenocarcinoma using ensemble techniques.","10.1016/j.compbiomed.2025.110008","10.1016_j.compbiomed.2025.110008"
"861",917,"Innovative machine learning-based prediction of early airway hyperresponsiveness using baseline pulmonary function parameters.","10.3389/fmed.2025.1611683","10.3389_fmed.2025.1611683"
"862",918,"Altered plasma fatty acids composition in autism spectrum disorder: a case-control study.","10.3389/fpsyt.2025.1627704","10.3389_fpsyt.2025.1627704"
"863",919,"Prediction Model of Lymph Node Metastasis in Cervical Cancer Based on MRI Habitat Radiomics.","10.3390/cancers18010152","10.3390_cancers18010152"
"864",920,"Influencing factors and predictive indicators of return of spontaneous circulation in in-hospital cardiac arrest.","10.3389/fcvm.2025.1514564","10.3389_fcvm.2025.1514564"
"865",921,"Identification of Novel Lactylation-Related Biomarkers for COPD Diagnosis Through Machine Learning and Experimental Validation.","10.3390/biomedicines13082006","10.3390_biomedicines13082006"
"866",922,"Cross-validation of the safe supplement screener (S3) predicting consistent third-party-tested nutritional supplement use in NCAA Division I athletes.","10.3389/fnut.2024.1519544","10.3389_fnut.2024.1519544"
"867",923,"DNA hypermethylation of MED1 and MED23 as early diagnostic biomarkers for unsolved issues in atrial fibrillation.","10.1016/j.ijcard.2025.133179","10.1016_j.ijcard.2025.133179"
"868",924,"Hypertriglyceridemia as an independent predictor of adverse prognosis in female patients with acute myocardial infarction: a comprehensive retrospective cohort study.","10.3389/fnut.2025.1695088","10.3389_fnut.2025.1695088"
"869",925,"Minimal Hepatic Encephalopathy in Cirrhotic Patients: A New Simple and Fast Digital Screening Method.","10.1002/ueg2.70004","10.1002_ueg2.70004"
"870",926,"Machine learning identification of factors associated with exclusive breastfeeding in Brazilian infants: Cross-sectional analysis of the ENANI-2019 survey.","10.1016/j.ijmedinf.2025.106126","10.1016_j.ijmedinf.2025.106126"
"871",927,"Endoscopic liquid biopsy of bile: superior diagnostic and prognostic performance of bile-derived exosomal miR-21-5p for biliary tract cancers.","10.1007/s00535-025-02250-y","10.1007_s00535-025-02250-y"
"872",928,"Prognostic value of CRP-albumin-lymphocyte index in patients with intrahepatic cholangiocarcinoma after radical resection.","10.3389/fmed.2025.1543665","10.3389_fmed.2025.1543665"
"873",929,"Predictive validity of chronic obstructive pulmonary disease phenotypes in inpatient elective surgery: a population-based study.","10.1016/j.bja.2025.07.036","10.1016_j.bja.2025.07.036"
"874",930,"The value of sST2 in risk stratification and short-term prognosis of acute pulmonary embolism: a pilot study focusing on intermediate-risk subgroups.","10.3389/fcvm.2025.1588996","10.3389_fcvm.2025.1588996"
"875",931,"OF-score for osteoporotic thoracolumbar fractures- which parameter is decisive for the therapy decision? - a prospective multicentric cohort study.","10.1007/s00586-025-09153-9","10.1007_s00586-025-09153-9"
"876",932,"Radiomics prediction of surgery in ulcerative colitis refractory to medical treatment.","10.1007/s10151-025-03139-x","10.1007_s10151-025-03139-x"
"877",933,"Integration of radiomic and deep features to reliably differentiate benign renal lesions from renal cell carcinoma.","10.1016/j.ejrad.2025.111989","10.1016_j.ejrad.2025.111989"
"878",934,"ExF-SVM: Exhaustive feature selection with support vector machine algorithm for brain stroke prediction.","10.1016/j.compbiomed.2025.111184","10.1016_j.compbiomed.2025.111184"
"879",936,"Validity and Reliability of the Turkish Version of the Subthreshold Autism Trait Questionnaire (SATQ-TR).","10.1007/s10803-025-07192-1","10.1007_s10803-025-07192-1"
"880",937,"Beyond the eye: A relational model for early dementia detection using retinal OCTA images.","10.1016/j.media.2025.103513","10.1016_j.media.2025.103513"
"881",938,"Comparative analysis of convolutional neural networks and transformer architectures for breast cancer histopathological image classification.","10.3389/fmed.2025.1606336","10.3389_fmed.2025.1606336"
"882",939,"Predicting the Risk of Burnout Syndrome Using Korean Occupational Stress Scale (KOSS): A Machine Learning Approach.","10.1016/j.shaw.2025.08.006","10.1016_j.shaw.2025.08.006"
"883",941,"Evaluating the prognostic value of DECAF score and procalcitonin in patients with COPD exacerbation.","10.1016/j.ajem.2025.01.012","10.1016_j.ajem.2025.01.012"
"884",942,"Machine learning-optimized metabolic biomarker panel for precision screening of early-stage pancreatic cancer in new-onset diabetes.","10.3389/fendo.2025.1684608","10.3389_fendo.2025.1684608"
"885",943,"Validation of the Diabetes Risk Assessment in Dentistry Score in NHANES 2009-2014.","10.1111/jcpe.70037","10.1111_jcpe.70037"
"886",944,"Machine Learning-Based Prediction of Early Complications Following Surgery for Intestinal Obstruction: Multicenter Retrospective Study.","10.2196/68354","10.2196_68354"
"887",945,"Dynamic ALBI score and FIB-4 index trends to predict complications after resection of hepatocellular carcinoma: A K-means clustering approach.","10.1016/j.ejso.2025.109723","10.1016_j.ejso.2025.109723"
"888",947,"Reduced Native T1 Values of Wrist Tissues in Transthyretin Cardiac Amyloidosis.","10.3390/jcm14207374","10.3390_jcm14207374"
"889",948,"Time-dependent diffusion MRI derived microstructure parameters to predict differentiation degree and Ki-67 expression in rectal cancer.","10.1016/j.ejrad.2025.112522","10.1016_j.ejrad.2025.112522"
"890",949,"Automatic detection of optic canal fractures and recognition and segmentation of anatomical structures in the orbital apex based on artificial intelligence.","10.3389/fcell.2025.1609028","10.3389_fcell.2025.1609028"
"891",950,"Development and validation of a nomogram model for assessing the severity of acute pancreatitis from the perspective of PICS.","10.3389/fnut.2025.1611501","10.3389_fnut.2025.1611501"
"892",951,"EULAR/ACR risk stratification criteria for development of rheumatoid arthritis in the risk stage of arthralgia.","10.1016/j.ard.2025.01.021","10.1016_j.ard.2025.01.021"
"893",952,"Sugar-sweetened beverage consumption predicts metabolic associated fatty liver disease in patients with type 2 diabetes mellitus.","10.3389/fendo.2025.1651370","10.3389_fendo.2025.1651370"
"894",953,"Computed tomography features of gastric cancer with deficient mismatch repair: Radiologic-pathologic correlation.","10.1016/j.ejrad.2025.112186","10.1016_j.ejrad.2025.112186"
"895",955,"Unveiling hidden risks: A Holistically-Driven Weak Supervision framework for ultra-short-term ACS prediction using CCTA.","10.1016/j.compmedimag.2025.102636","10.1016_j.compmedimag.2025.102636"
"896",956,"A nomogram for predicting the risk of liver metastasis in non-functional neuroendocrine neoplasms: A population-based study.","10.1016/j.ejso.2025.109708","10.1016_j.ejso.2025.109708"
"897",957,"Extracellular water-to-total body water ratio predicts phenoconversion in REM sleep behavior disorder: A bioimpedance-based cohort study.","10.1016/j.sleep.2025.108716","10.1016_j.sleep.2025.108716"
"898",958,"Preoperative albumin can predict the risk of postoperative deep venous thrombosis in non-cardiac surgery.","10.3389/fmed.2025.1635218","10.3389_fmed.2025.1635218"
"899",959,"Propofol-associated Hypertriglyceridemia: Development and Multicenter Validation of a Machine-Learning-Based Prediction Tool.","10.1177/08850666251342559","10.1177_08850666251342559"
"900",960,"Effectiveness of digital screening tools in detecting cognitive impairment among community-dwelling elderly in Northern China: A large cohort study.","10.1016/j.tjpad.2025.100080","10.1016_j.tjpad.2025.100080"
